maxx,maxy,minx,miny,no_priority,priority1,priority2,priority3,priority4,priority5,subject_id
9513252.2155,3245005.0479,9509989.3098,3241742.1423,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11708
9451285.6721,3267835.8328,9448032.3211,3264572.9272,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10909
9509989.3098,3183038.5046,9506735.9588,3179775.5989,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11521
9480642.2683,3251521.3046,9477379.3626,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11434
9470853.5513,3160207.7197,9467600.2003,3156944.8140,0.9991,0.0000,0.0000,0.0000,0.0000,0.0009,10989
9457811.4834,3261310.0215,9454548.5777,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11147
9503473.0532,3261310.0215,9500210.1475,3258047.1159,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11590
9451285.6721,3179775.5989,9448032.3211,3176512.6933,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10783
9434980.6985,3222174.2630,9431717.7929,3218911.3574,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10844
9526303.8380,3196080.5725,9523040.9324,3192817.6669,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11661
9536083.0003,3176512.6933,9532820.0947,3173249.7876,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11790
9470853.5513,3143902.7461,9467600.2003,3140639.8404,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,10978
9474116.4570,3251521.3046,9470853.5513,3248267.9536,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11432
9438243.6041,3176512.6933,9434980.6985,3173249.7876,0.9112,0.0000,0.0000,0.0000,0.0000,0.0888,10785
9454548.5777,3169996.4366,9451285.6721,3166733.5310,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,10979
9464337.2947,3173249.7876,9461074.3890,3169996.4366,0.0450,0.0000,0.0000,0.9550,0.0000,0.0000,11024
9474116.4570,3215648.4517,9470853.5513,3212385.5461,0.9986,0.0000,0.0000,0.0000,0.0012,0.0002,11354
9480642.2683,3150428.5574,9477379.3626,3147165.6517,0.9802,0.0000,0.0000,0.0000,0.0000,0.0197,11207
9487168.0796,3150428.5574,9483905.1739,3147165.6517,0.0009,0.0003,0.0026,0.9905,0.0000,0.0056,11209
9438243.6041,3235216.3310,9434980.6985,3231953.4253,0.9857,0.0000,0.0000,0.0000,0.0000,0.0143,10893
9434980.6985,3202606.3838,9431717.7929,3199343.4782,0.9993,0.0000,0.0000,0.0000,0.0000,0.0007,10808
9487168.0796,3153681.9084,9483905.1739,3150428.5574,0.9993,0.0000,0.0000,0.0000,0.0000,0.0007,11256
9539345.9060,3192817.6669,9536083.0003,3189564.3158,0.9996,0.0000,0.0000,0.0000,0.0000,0.0004,11824
9438243.6041,3179775.5989,9434980.6985,3176512.6933,0.9857,0.0000,0.0000,0.0000,0.0000,0.0143,10779
9451285.6721,3176512.6933,9448032.3211,3173249.7876,0.9986,0.0000,0.0000,0.0000,0.0012,0.0001,10789
9470853.5513,3183038.5046,9467600.2003,3179775.5989,0.9857,0.0000,0.0000,0.0000,0.0000,0.0143,11011
9454548.5777,3192817.6669,9451285.6721,3189564.3158,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11057
9487168.0796,3271089.1838,9483905.1739,3267835.8328,0.9857,0.0000,0.0000,0.0000,0.0000,0.0143,11466
9516515.1211,3205869.2894,9513252.2155,3202606.3838,0.9833,0.0001,0.0122,0.0008,0.0001,0.0035,11640
9487168.0796,3254784.2102,9483905.1739,3251521.3046,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,11430
9490421.4306,3176512.6933,9487168.0796,3173249.7876,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11287
9480642.2683,3212385.5461,9477379.3626,3209132.1951,0.9994,0.0000,0.0000,0.0003,0.0002,0.0001,11362
9496947.2419,3160207.7197,9493684.3362,3156944.8140,0.9786,0.0000,0.0000,0.0000,0.0000,0.0214,11487
9513252.2155,3173249.7876,9509989.3098,3169996.4366,0.9990,0.0000,0.0000,0.0000,0.0000,0.0010,11631
9425201.5362,3202606.3838,9421938.6306,3199343.4782,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,10670
9434980.6985,3196080.5725,9431717.7929,3192817.6669,0.4778,0.0003,0.1734,0.0020,0.3432,0.0033,10820
9470853.5513,3209132.1951,9467600.2003,3205869.2894,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,11032
9487168.0796,3218911.3574,9483905.1739,3215648.4517,0.9928,0.0000,0.0000,0.0047,0.0001,0.0024,11352
9451285.6721,3218911.3574,9448032.3211,3215648.4517,0.9857,0.0000,0.0000,0.0000,0.0000,0.0143,10855
9441506.5098,3238479.2366,9438243.6041,3235216.3310,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,10888
9519778.0267,3205869.2894,9516515.1211,3202606.3838,0.9997,0.0000,0.0001,0.0000,0.0000,0.0002,11641
9434980.6985,3264572.9272,9431717.7929,3261310.0215,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,10910
9441506.5098,3225437.1687,9438243.6041,3222174.2630,0.9967,0.0000,0.0000,0.0000,0.0000,0.0033,10840
9500210.1475,3179775.5989,9496947.2419,3176512.6933,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11524
9513252.2155,3218911.3574,9509989.3098,3215648.4517,0.9883,0.0061,0.0002,0.0004,0.0002,0.0048,11684
9483905.1739,3235216.3310,9480642.2683,3231953.4253,0.9985,0.0000,0.0000,0.0000,0.0001,0.0013,11393
9448032.3211,3238479.2366,9444769.4154,3235216.3310,0.9786,0.0000,0.0000,0.0000,0.0000,0.0214,10890
9470853.5513,3258047.1159,9467600.2003,3254784.2102,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11157
9454548.5777,3277614.9951,9451285.6721,3274352.0895,0.9999,0.0000,0.0000,0.0000,0.0000,0.0001,11188
9536083.0003,3222174.2630,9532820.0947,3218911.3574,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,11836
9454548.5777,3248267.9536,9451285.6721,3245005.0479,0.9249,0.0000,0.0002,0.0227,0.0501,0.0021,11098
9421938.6306,3199343.4782,9418675.7249,3196080.5725,0.1257,0.0061,0.0001,0.0493,0.0003,0.8184,10675
9545871.7173,3248267.9536,9542608.8116,3245005.0479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11851
9500210.1475,3241742.1423,9496947.2419,3238479.2366,0.9959,0.0000,0.0000,0.0000,0.0038,0.0002,11553
9451285.6721,3241742.1423,9448032.3211,3238479.2366,0.9967,0.0000,0.0000,0.0000,0.0000,0.0033,10885
9480642.2683,3179775.5989,9477379.3626,3176512.6933,0.2844,0.0000,0.0001,0.0015,0.0751,0.6388,11278
9523040.9324,3231953.4253,9519778.0267,3228700.0743,0.9928,0.0000,0.0000,0.0047,0.0001,0.0024,11735
9503473.0532,3245005.0479,9500210.1475,3241742.1423,0.9981,0.0000,0.0000,0.0000,0.0018,0.0000,11548
9513252.2155,3235216.3310,9509989.3098,3231953.4253,0.2473,0.0000,0.0000,0.0000,0.0000,0.7526,11726
9506735.9588,3179775.5989,9503473.0532,3176512.6933,0.9968,0.0000,0.0000,0.0000,0.0000,0.0032,11526
9461074.3890,3271089.1838,9457811.4834,3267835.8328,0.9983,0.0000,0.0000,0.0000,0.0000,0.0016,11202
